Unique Name	Descriptor	Wide Peak Limits	Peak Limits	Region Limits	q values	Residual q values after removing segments shared with higher peaks	Broad or Focal	Amplitude Threshold	TCGA-A2-A4S1	TCGA-AO-A125	TCGA-AC-A3W5	TCGA-LQ-A4E4	TCGA-A7-A425	TCGA-EW-A1J6	TCGA-E2-A105	TCGA-GM-A5PX	TCGA-LL-A5YM	TCGA-E2-A14W	TCGA-A7-A56D	TCGA-E2-A576	TCGA-OL-A5D6	TCGA-D8-A4Z1	TCGA-OL-A66P	TCGA-LL-A6FP	TCGA-E2-A1LE	TCGA-OL-A66K	TCGA-UL-AAZ6	TCGA-E2-A14S	TCGA-W8-A86G	TCGA-BH-A0DS	TCGA-B6-A40B	TCGA-BH-A42U	TCGA-AC-A3W6	TCGA-AC-A3YJ	TCGA-OL-A66L	TCGA-E2-A2P5	TCGA-E9-A3Q9	TCGA-E9-A5FL	TCGA-AN-A03Y	TCGA-OL-A5D7	TCGA-BH-A0EE	TCGA-E2-A2P6	TCGA-AC-A3TN	TCGA-E2-A14O	TCGA-AO-A1KQ	TCGA-AC-A8OP	TCGA-E2-A572	TCGA-A2-A0CO	TCGA-C8-A131	TCGA-OL-A97C	TCGA-E2-A1IF	TCGA-BH-A42T	TCGA-GM-A2D9	TCGA-V7-A7HQ	TCGA-A2-A04N	TCGA-LL-A6FQ	TCGA-OL-A66J	TCGA-PE-A5DC	TCGA-AC-A3W7	TCGA-LD-A9QF	TCGA-BH-A0E6	TCGA-AC-A62Y	TCGA-S3-AA12	TCGA-AC-A3YI	TCGA-OL-A66H	TCGA-B6-A0I1	TCGA-AC-A3QP	TCGA-LD-A74U	TCGA-AO-A1KP	TCGA-LL-A9Q3	TCGA-S3-AA11	TCGA-XX-A89A	TCGA-A7-A3IY	TCGA-B6-A0IO	TCGA-E9-A54X	TCGA-E2-A14U	TCGA-LL-A7T0	TCGA-E2-A1B4	TCGA-GM-A3NY	TCGA-LL-A50Y	TCGA-D8-A73U	TCGA-AO-A0J3	TCGA-GM-A4E0	TCGA-A8-A09M	TCGA-AC-A5XS	TCGA-AC-A8OS	TCGA-EW-A423	TCGA-OL-A5S0	TCGA-E2-A9RU	TCGA-WT-AB44	TCGA-E2-A56Z	TCGA-BH-A8FY	
Amplification Peak  9 - CN values	8q22.3  	chr8:103010006-103273109(probes 817543:817741)	chr8:103018573-103126495(probes 817544:817642)	chr8:102884635-103602777(probes 817474:817918)	0.10798	    0.20362		Actual Copy Change Given	0.10665	-0.0069195	0.28992	0.028763	-0.030404	0.31675	2.6024	-0.00013862	2.2357	0.75509	0.063786	1.651	0.03445	0.15636	0.74157	0	0.47049	0.023286	0.56187	3.3133	0.27505	2.725	0.074806	0.0021166	0.00013863	0.0091705	0.0019418	1.4591	-0.0016629	0.68031	3.4349	2.1826	0.63518	-0.034768	-0.0084385	0.77945	1.445	0.8017	0.0074621	0.11345	1.324	-0.0047527	-0.00069303	0.74005	-0.00097017	1.4162	2.2351	-0.018676	0.0056919	1.3638	-0.014778	-0.0048461	0.014245	-0.018902	1.7895	0.47616	-0.0067565	1.6482	0.030029	-0.0029005	1.75	0.75051	0.026825	0.0019418	0.0065971	-0.0031859	0.79491	0.22457	1.0042	-0.0037457	-0.013127	-0.0098185	-0.11084	0.56788	-0.0038119	1.6609	0.032714	-0.011198	0	1.0245	1.6563	-0.19284	0.26333	-0.013953	
Amplification Peak 10 - CN values	8q24.21 	chr8:127612374-127780549(probes 832386:832527)	chr8:127728723-127750915(probes 832504:832509)	chr8:105783725-133173278(probes 819197:836349)	8.1736e-05	 0.00013674		Actual Copy Change Given	0.11417	-0.0069195	0.44206	0.019643	-0.030404	0.35153	2.977	-0.00013862	1.1543	0.10825	0.063786	1.6611	0.03445	0.31754	0.51281	0	0.96596	0.023286	0.56863	3.3133	0.26523	2.6819	0.10815	0.0018031	0.00013863	0.0091705	0.0019418	3.6569	-0.0016629	1.1451	3.4509	3.0329	0.59746	-0.044144	-0.0084385	0.77945	2.5429	0.78465	-0.12492	0.11345	1.3223	-0.0047527	-0.00069303	0.036088	0.017411	1.4162	2.2351	-0.018676	0.0056919	1.3638	-0.014778	-0.0048461	0.014245	-0.021647	1.5069	0.48199	-0.0067565	3.6569	0.79684	-0.0029005	1.8106	0.77483	0.026825	0.0019418	0.0065971	-0.018216	0.83982	0.23318	1.0042	-0.0037457	-0.013127	-0.0098185	-0.11084	0.56788	-0.0038119	1.7717	0.0095982	0.010842	0.0010694	1.1716	1.7657	-0.19284	0.35577	-0.013953	
Amplification Peak 11 - CN values	10p14   	chr10:8934696-9108058(probes 917935:918069)      	chr10:8981663-9101912(probes 917976:918066)      	chr10:8936097-9122720(probes 917936:918082)      	0.14493	    0.14493		Actual Copy Change Given	-0.49945	0.0054139	0.0022539	0.041741	-0.016567	1.1331	-0.73723	0.00055459	0.8017	0.026654	0.76752	0.6333	-0.028081	0.00055459	0.0026357	-0.55005	1.6024	0.0020805	0.46007	0.011958	0.0086135	0.57326	0.084175	0.0023254	-0.00055444	0.00083195	0.0020361	0.52031	-0.0030475	-0.007472	-0.034086	2.6625	0.26545	-0.0023553	0.01126	0.17694	0.047694	0.0051359	0.080158	-0.074544	0.6559	0.0010222	0.012097	0.053237	0.0041632	0.050677	0.011121	0.51187	0.0011826	0.0030522	0.02539	-0.0071958	0.80488	-0.41579	-0.0026322	0	-0.0008316	-0.00055444	0	0	0.05466	-0.0029091	0.00072338	0.014051	-0.00041585	0.68719	0.00458	-0.023292	-0.32751	0.006659	0.008892	0.01433	0.0024174	1.1119	0.0090312	-0.022332	0.003062	0.0084743	0.27028	1.4431	1.5539	0.050961	-0.028901	0.00458	
Amplification Peak 12 - CN values	11q12.2 	chr11:61260252-61803909(probes 1027831:1028060)	chr11:61262512-61397807(probes 1027832:1027883)	chr11:61262512-61556450(probes 1027832:1027957)	0.17456	    0.19614		Actual Copy Change Given	-0.20076	0.00097064	0.22561	-0.7997	-0.062629	0.29803	-0.72102	0.0026357	-0.72509	0.0062481	0.028613	-0.72281	-0.21726	0.0029133	0.0015255	0.060936	0.0068326	-0.29791	-0.034904	0.020483	-0.0054606	0.32318	-0.50528	0.0036046	0.0054139	0.0027364	-0.0029622	0.063795	0.00027728	0.22947	-0.52522	0.56099	-0.28382	3.6569	0.0052749	-0.47849	0.017684	-0.037898	0.47031	-0.25067	0.037076	-0.0081111	0.0056919	-0.66087	-0.026441	0.04954	0.02377	1.9935	-0.60844	-0.6738	0.073115	-0.010508	-0.30775	0.34265	-0.0022001	0	0	-0.013677	-2.4224e-05	-0.0012387	0.055281	-0.062092	0.005305	0.019363	-0.0022168	0.17136	0.064511	0.0036076	-0.36056	0	0.0039271	0.006109	-0.0052019	0.62583	0.008892	0.161	-0.001099	0.0035448	-0.50394	-0.28291	-0.63112	0.085654	-0.020961	-0.91575	
Amplification Peak 13 - CN values	11q13.2 	chr11:66801473-66828025(probes 1029823:1029833)	chr11:66803125-66827588(probes 1029824:1029832)	chr11:66073602-72125260(probes 1029548:1032264)	0.0012739	      0.136		Actual Copy Change Given	-0.20076	0.00097064	0.22561	-0.7997	0.95386	0.29803	-0.045379	0.0026357	-0.72509	0.0062481	0.028613	0.12119	-0.21726	0.0029133	0.0015255	0.060936	0.0068326	-0.29791	1.6065	0.020483	-0.0054606	-0.016841	0.1026	0.0014228	0.0054139	0.0027364	-0.0029622	0.063795	0.00027728	0.22947	-0.076812	0.4789	0.017124	0.076279	0.0052749	3.6569	0.017684	-0.02562	0.57165	-0.25067	0.037076	-0.0081111	0.0056919	-0.67361	-0.6992	0.04954	0.02377	1.1483	-0.60844	0.64268	0.073115	-0.010508	-0.31161	0.34265	-0.0022001	-0.0062921	0	-0.061823	-2.4224e-05	-0.0012387	0.077574	-0.062092	0.07559	2.7302	-0.0022168	0.17136	0.064511	0.0036076	1.2402	0	0.0039271	0.006109	-0.0052019	-0.50113	0.008892	0.161	-0.001099	0.0035448	0.30277	-0.28291	1.2857	0.15562	-0.020961	-0.00041585	
Amplification Peak 14 - CN values	11q13.3 	chr11:69472726-69754649(probes 1030875:1031043)	chr11:69598493-69688160(probes 1030960:1030999)	chr11:66073602-72125260(probes 1029548:1032264)	3.5383e-24	 6.1492e-23		Actual Copy Change Given	-0.20076	0.00097064	0.22561	-0.7997	1.5042	0.34551	3.134	0.0026357	-0.72509	0.1437	0.028613	0.12119	0.010703	0.0029133	0.0015255	0.060936	0.0068326	-0.29791	1.5868	2.8821	-0.0054606	-0.016841	2.8493	0.10705	0.0054139	0.0027364	-0.0029622	0.14741	0.00027728	0.22947	3.6569	0.37743	0.017124	2.6822	0.083487	3.6569	0.051672	-0.02562	1.9236	-0.25067	0.54083	-0.0081111	0.0056919	1.6617	0.73341	0.04954	0.02377	0.99896	2.0022	2.8875	0.073115	-0.010508	-0.31161	0.34265	-0.0022001	-0.0062921	0	-0.051991	-2.4224e-05	-0.0012387	0.077574	-0.062092	0.07559	3.6569	-0.0022168	0.17136	0.064511	0.0036076	3.6287	0	0.0039271	0.006109	-0.0052019	2.7723	0.008892	0.161	-0.001099	0.0035448	3.6569	-0.28291	2.3079	0.15562	3.6569	-0.00041585	
Amplification Peak 15 - CN values	11q13.4 	chr11:72664283-72892318(probes 1032512:1032601)	chr11:72666571-72706739(probes 1032513:1032529)	chr11:72127490-79595296(probes 1032268:1036491)	1.1164e-06	  0.0013965		Actual Copy Change Given	-0.20076	0.00097064	0.22561	-0.7997	-0.060004	0.34551	-0.71356	0.0026357	-0.72509	0.055373	0.028613	-0.73908	0.010703	0.0029133	0.0015255	0.060936	0.0068326	-0.29791	0.53011	2.7469	-0.0054606	-0.016841	0.71016	-0.00010263	0.0054139	0.0027364	-0.0029622	0.060709	0.00027728	0.01447	3.6569	0.42402	0.017124	1.3392	0.0086135	-0.46515	0.051672	-0.02562	-0.7043	-0.25067	-0.015879	-0.0081111	0.0056919	0.72508	0.62061	0.04954	0.02377	-0.53372	3.6569	2.7929	0.073115	-0.010508	0.016633	0.34265	-0.0022001	-0.0062921	0	1.1637	-2.4224e-05	-0.0012387	0.077574	-0.062092	-0.030177	-0.50401	-0.0022168	0.17136	0.064511	0.0036076	-0.70997	0	0.0039271	0.006109	-0.0052019	-0.54927	0.008892	0.161	-0.001099	0.0035448	1.1404	-0.28291	1.893	0.066658	0.52223	-0.00041585	
Amplification Peak 16 - CN values	11q13.4 	chr11:75388591-75509016(probes 1033921:1033988)	chr11:75392445-75464847(probes 1033922:1033963)	chr11:72127490-79595296(probes 1032268:1036491)	1.3906e-05	   0.043632		Actual Copy Change Given	-0.20076	0.00097064	0.22561	-0.7997	-0.060004	1.2181	2.2301	0.0026357	-0.69061	0.055373	0.028613	-0.73908	0.010703	0.0029133	0.0062481	0.060936	0.53872	-0.29791	0.53011	1.5157	-0.0054606	-0.016841	-0.50735	-0.00010263	0.0054139	0.0027364	-0.0029622	0.060709	0.00027728	0.01447	3.6569	0.42402	0.017124	2.5961	0.0086135	-0.46515	0.051672	-0.02562	-0.64849	-0.25067	-0.015879	-0.0081111	0.0056919	0.078294	-0.0044312	0.0054145	0.02377	2.478	-0.58727	1.3596	0.030029	-0.010508	0.016633	0.34265	-0.0022001	-0.0062921	0	-0.015054	-2.4224e-05	-0.0012387	0.077574	-0.0060904	-0.030177	-0.52723	-0.0022168	0.17136	0.064511	0.0036076	-0.70997	0	0.0039271	0.006109	-0.0052019	-0.54927	0.008892	0.161	-0.001099	0.0035448	1.3433	-0.28291	1.2414	0.066658	0.51054	-0.00041585	
Amplification Peak 17 - CN values	11q14.1 	chr11:77613150-77931155(probes 1035122:1035268)	chr11:77681828-77929800(probes 1035157:1035267)	chr11:72127490-79595296(probes 1032268:1036491)	1.2821e-05	  0.0080375		Actual Copy Change Given	-0.20076	0.00097064	0.22561	-0.7997	-0.060004	0.32189	-0.71949	0.0026357	-0.69061	0.055373	0.028613	-0.73908	0.010703	0.0029133	0.0062481	0.010006	0.016286	-0.29791	0.53011	2.1684	-0.0054606	-0.081339	0.71871	-0.00010263	0.0054139	0.0027364	0.0012316	0.060709	0.00027728	0.01447	3.6569	0.73322	0.017124	2.0801	0.0086135	-0.46515	0.051672	0.025671	-0.65093	-0.25067	-0.015879	-0.0081111	0.0056919	0.078294	0.66789	0.0054145	0.02377	2.5273	-0.58727	0.68757	0.030029	-0.010508	0.016633	0.34265	-0.0022001	-0.0062921	0	-0.015054	-2.4224e-05	-0.0012387	-0.012162	-0.0060904	-0.030177	3.6569	-0.0022168	0.17136	-0.0056757	0.0036076	-0.70997	0	0.0039271	0.006109	-0.0052019	-0.54927	0.008892	0.161	-0.001099	0.0035448	-0.673	-0.28096	1.2414	0.066658	-0.55086	0.88666	
Amplification Peak 18 - CN values	11q14.1 	chr11:80904624-81443098(probes 1037455:1037824)	chr11:81217767-81440858(probes 1037686:1037823)	chr11:81032187-81446306(probes 1037547:1037826)	0.14493	    0.21633		Actual Copy Change Given	-0.23751	0.00097064	0.22561	-0.86246	0.91784	0.32189	-0.71427	0.0026357	-0.65631	0.022585	0.028613	-0.73908	0.010703	0.0029133	0.0062481	0.010006	0.016286	-0.29791	0.59894	-0.81589	-0.0054606	-0.081339	-0.58305	-0.00010263	0.0054139	0.0027364	0.0012316	0.081322	0.00027728	0.01447	-0.55787	0.13169	0.017124	0.035947	-0.013677	-0.46515	0.051672	0.025671	-0.55518	-0.25067	-0.015879	-0.0081111	0.0056919	-0.69514	0.69428	0.0054145	-0.0051227	-0.0061394	-0.58727	-0.67481	-0.0080244	-0.010508	0.016633	0.40011	-0.0022001	-0.0062921	0	-0.015054	-2.4224e-05	-0.0012387	-0.012162	-0.0060904	-0.090729	2.2797	-0.0022168	0.21683	-0.0056757	0.0036076	-0.70997	0	0.0039271	0.006109	-0.0052019	-0.54927	0.008892	-0.6604	-0.001099	0.0035448	-0.51458	-0.28096	2.6034	0.013492	-0.55086	0.90754	
Amplification Peak 19 - CN values	12q14.1 	chr12:57592942-57783508(probes 1102346:1102431)	chr12:57714587-57779682(probes 1102394:1102430)	chr12:57593427-57796938(probes 1102347:1102433)	0.14959	    0.14959		Actual Copy Change Given	-0.4886	-0.0094046	0.23359	0.012097	0.47049	0.30601	-0.0085896	-0.0037395	0.040751	2.3578	0.16864	0.063044	0.0037465	0.001803	0.2573	0.544	-0.0023553	-0.28907	0.55142	0.030451	0.035947	-0.018078	0.078582	-0.0016269	-0.0010917	-0.0016629	-0.0019157	0.53415	-0.0034627	-0.012024	0.38138	-0.197	-0.28917	0.0016642	-0.012989	0.52941	0.51647	-0.03817	0.053427	0	-0.21627	-0.0065918	0.0038854	0.046842	1.8823	0.02806	-0.0038779	0.49573	-0.0009228	-0.0067813	0.11829	-0.057924	-0.00049966	-0.037898	-0.00037054	-0.0049243	0.00083195	-0.020549	0.00013863	0.042033	-0.019177	-0.050776	-0.0028388	0.013772	0.0076403	0.072684	0.089996	0.00041593	0.33105	-0.0044049	0	-0.015191	-0.0029884	-0.51334	-0.0070576	0.14593	-0.011326	-0.0073339	-0.056481	-0.28644	3.6569	0.039902	0.47886	-0.0008316	
Amplification Peak 20 - CN values	14q12   	chr14:31718705-33651253(probes 1210933:1212461)	chr14:32489774-32658819(probes 1211447:1211572)	chr14:32074904-32757465(probes 1211163:1211645)	0.17691	    0.17691		Actual Copy Change Given	-0.2548	0.0079175	-0.058462	0.025952	-0.01037	-0.54118	-0.0012618	0.0069435	0.17181	0.018383	0.77501	0.033513	-0.53348	-0.00013862	0.00458	0.015308	-0.52828	-0.60148	1.5524	0.0048579	-0.0052239	0.53784	0.091658	-0.0017654	0.00083195	0.001803	0.0013216	0.45888	-0.0020784	-0.042517	-0.044009	-0.34698	0.59062	0.00055459	0.010703	0.025952	0.03946	0.023706	0.044138	0.044715	-0.017391	0.7774	-0.00055444	-0.69947	0.0049016	-0.057788	0.004719	0.51031	0.01447	0.69951	0.012795	-0.061823	-0.3094	0.39595	0.0075888	0	0.0038854	-0.69441	0.0044411	0.0020891	-0.036129	-0.0018014	0.00016874	-0.24885	0.0020805	-0.28762	-0.0069195	0.0070826	-0.33664	0.0011316	0.0044411	0	0.0015848	0.56414	0.0090312	0.16772	-0.00040608	0.0072217	3.6569	-0.26376	1.5628	0.39048	0.48992	0.0020805	
Amplification Peak 21 - CN values	17q11.2 	chr17:28874043-29688371(probes 1353004:1353384)	chr17:29591524-29604993(probes 1353349:1353351)	chr17:27430464-29907635(probes 1352327:1353474)	0.0060332	   0.012022		Actual Copy Change Given	-0.47998	0.003191	0.79665	-0.77914	-0.0024678	0.30825	0.59672	-0.020138	0.80461	-0.0062286	3.6569	0.11444	-0.52256	0.006109	0.23705	-0.5201	2.9954	0.23783	1.5145	0.057083	0.013353	-0.024935	0.0099734	-0.0090859	-0.31449	0.0023581	-0.0047079	-0.41487	-0.0097187	0.22756	-0.048748	-0.22932	-0.57209	0.00069327	0.017544	0.44816	0.44426	0.89909	-0.046588	0.083776	-0.20324	-0.013902	0.012795	0.071822	-0.0091286	0.051571	0.098124	-0.026996	0.0063871	0.05281	-0.54088	2.1076	-0.12364	-0.43246	-0.013815	0.0054139	0.0070826	0.56703	0.011958	-0.27415	0.09043	-0.027671	0.018737	-0.5097	-0.0069195	0.32141	0.063652	0.008096	0.33011	0.018097	0.019223	0.010146	-0.19695	-0.50932	0.019783	0.12255	-0.036528	-0.46972	0.27848	0.44969	-0.042245	-0.16307	0.46741	0.0024969	
Amplification Peak 22 - CN values	17q12   	chr17:39532847-39549842(probes 1357711:1357720)	chr17:39533256-39547963(probes 1357712:1357719)	chr17:39186595-40475060(probes 1357574:1358134)	1.1432e-07	 1.9207e-07		Actual Copy Change Given	-0.47998	0.003191	3.6569	-0.77914	-0.0024678	0.26247	0.59672	-0.020138	0.80461	0.65295	3.6569	0.11444	0.022585	0.006109	0.0027745	-0.5201	2.441	0.23783	3.6569	0.057083	0.0072596	0.013074	0.0099734	-0.0090859	-0.31449	-0.00097017	-0.0047079	-0.41487	-0.01757	0.24156	-0.021975	-0.27679	3.6569	-0.019863	0.017544	0.44816	0.64304	-0.043195	-0.048622	0.037924	-0.20324	-0.013902	0.012795	0.78273	-0.0091286	0.051571	0.098124	-0.026996	0.0063871	0.05281	-0.54088	3.6569	-0.12364	-0.43246	-0.013815	0.14875	0.0070826	0.84771	0.011958	-0.28012	0.09043	-0.062092	0.018737	-0.5097	-0.0069195	-0.44178	0.078438	0.008096	0.33011	0.018097	0.019223	0.010146	-0.19695	-0.50932	0.019783	0.20366	-0.036528	-0.46972	0.32765	1.7071	-0.21193	-0.18113	0.46741	0.0024969	
Amplification Peak 23 - CN values	17q21.33	chr17:49523721-50011325(probes 1361937:1362145)	chr17:49525278-49552920(probes 1361938:1361944)	chr17:49307055-50503153(probes 1361803:1362426)	0.071242	   0.071242		Actual Copy Change Given	-0.47998	0.003191	-0.46366	0.089127	-0.0024678	0.33766	1.1941	-0.020138	0.80461	0.65295	-0.59974	0.085762	0.019083	0.006109	-0.26203	0.0467	-0.0095426	0.23829	-0.59526	0.057083	0.0072596	0.013074	0	-0.0090859	-0.31449	-0.00097017	-0.0047079	-0.41487	-0.01757	0.46434	-0.011887	-0.20995	1.8557	-0.019863	0.013046	0.44816	0.76888	2.9195	-0.26529	0.037924	-0.20324	-0.013902	0.012795	0.78273	-0.0091286	0.051571	0.098124	-0.026996	0.0063871	0.05281	-0.54088	1.9337	-0.12364	-0.43246	0.010285	-0.0027707	0.0070826	-0.011611	0.011958	-0.28012	0.10089	-0.062092	0.018737	-0.5097	-0.0069195	0.72962	0.078438	0.008096	0.35072	0.018097	0.019223	0.010146	0.007977	2.1118	0.019783	0.9926	-0.036528	-0.46972	0.27327	-0.27128	0.26624	-0.19675	0.46741	0.0024969	
Amplification Peak 24 - CN values	17q23.1 	chr17:59215466-60419776(probes 1367762:1368309)	chr17:59430243-59723026(probes 1367876:1368014)	chr17:56841480-62938847(probes 1366392:1369539)	0.00080183	  0.0023738		Actual Copy Change Given	-0.49477	0.003191	-0.46366	0.88566	-0.0024678	0.23861	1.2162	-0.020138	0.81845	1.1447	3.6569	0.085762	0.019083	0.006109	0.51577	0.0467	-0.0095426	0.23055	3.6569	0.040185	0.0072596	-0.041702	0	-0.0090859	-0.32263	-0.00097017	-0.0047079	-0.46302	-0.01757	0.76926	-0.011887	-0.20995	0.54947	-0.019863	0.013046	0.44816	0.76888	3.012	-0.073595	0.093621	-0.20324	-0.013902	0.012795	0.78273	-0.0091286	0.042131	0.098124	-0.021147	0.0063871	0.05281	-0.54088	-0.005261	-0.12364	-0.43246	0.010285	-0.0027707	0.0070826	-0.011611	0.011958	-0.28012	0.054376	-0.037749	0.018737	-0.51172	-0.0069195	0.72811	0.041458	0.008096	0.35072	0.018097	0.019223	0.010146	0.012157	2.4883	0.019783	1.1169	-0.036528	-0.46972	0.33184	-0.27128	-0.011728	-0.19675	0.51612	0.0024969	
Amplification Peak 25 - CN values	17q23.3 	chr17:63959668-63975017(probes 1369967:1369975)	chr17:63959921-63971983(probes 1369968:1369974)	chr17:63039768-65378332(probes 1369578:1370746)	0.018504	    0.10762		Actual Copy Change Given	0.10729	0.003191	-0.43061	0.048688	-0.0024678	0.32431	1.2162	-0.020138	0.81845	1.2555	3.6569	0.085762	0.019083	0.006109	0.51577	-0.53531	-0.0095426	0.23055	0.57451	0.040185	0.0072596	-0.041702	0	-0.0090859	-0.32263	-0.00097017	-0.0047079	-0.46302	-0.01757	0.48027	-0.011887	-0.17559	2.5691	-0.019863	0.013046	0.44816	0.76888	1.8742	-0.064977	0.093621	-0.20324	-0.013902	0.012795	0.074984	-0.0091286	0.042131	0.098124	-0.021147	0.0063871	0.05281	-0.54088	-0.005261	-0.12364	-0.43246	0.010285	-0.0027707	0.0070826	-0.011611	0.011958	-0.28012	0.054376	0.67511	0.018737	-0.51172	-0.0069195	0.72811	0.041458	0.008096	0.35072	0.018097	0.019223	0.010146	0.012157	1.6277	0.019783	1.1169	-0.036528	-0.46972	0.35034	-0.27128	-0.016154	-0.19675	0.51612	0.0024969	
Amplification Peak 26 - CN values	17q25.1 	chr17:75851719-75884173(probes 1376983:1376985)	chr17:75852942-75882547(probes 1376984:1376984)	chr17:75274826-76504249(probes 1376747:1377242)	0.014291	   0.028541		Actual Copy Change Given	1.1784	0.003191	-0.47807	0.12904	-0.0024678	0.32431	1.2162	-0.020138	2.3893	2.1097	-0.61394	0.13387	0.019083	0.006109	0.51577	-0.53531	-0.0094046	0.20626	0.57451	0.040185	0.024268	0.013772	0	-0.0090859	-0.32263	-0.00097017	-0.0047079	-0.40606	-0.01757	0.48027	-0.042788	0.51385	2.4546	-0.011887	0.013046	0.44816	1.7243	2.328	-0.14253	0.093621	-0.20324	-0.013902	0.012795	0.074984	-0.72597	0.042131	0.098124	-0.021147	0.0063871	0.05281	-0.54088	-0.005261	-0.12364	-0.43246	0.010285	-0.0027707	0.8412	-0.011611	0.011958	-0.28012	0.10016	0.67215	0.018737	-0.51172	-0.0069195	-0.45361	0.12285	0.008096	0.34047	0.018097	0.019223	0.010146	-0.20443	-0.51182	0.019783	1.1169	-0.036528	-0.46972	0.35703	-0.26384	0.2484	-0.15911	0.51612	0.0055529	
Amplification Peak 27 - CN values	19q12   	chr19:29240050-29840677(probes 1433740:1434234)	chr19:29684643-29731959(probes 1434100:1434126)	chr19:27854071-31168926(probes 1432627:1435165)	0.0020561	   0.033226		Actual Copy Change Given	-0.83753	0	0.1202	0.098706	0.011958	0.36051	-0.010248	-0.0084385	0.09188	0.084065	0.44188	0.099518	0	0.0054139	0.0051359	0.060794	-0.49923	0.012237	2.8356	0.063223	0.28248	-0.043331	0.11078	0.085403	0.015028	-0.0016629	-0.0080244	0.030283	-0.016017	0.19893	0.45241	3.6569	-0.17196	0.0064486	0.029184	-0.26011	-0.18207	0.031859	-0.38452	0.12241	-0.016704	0.69267	0.004719	0.073546	0.012097	-0.28144	0.041317	0.30436	-0.00027724	-0.005814	0.083776	-0.015466	-0.014251	0.32286	3.6569	0.0063871	0.0029133	0.55567	0.018243	0.0037551	0.042449	0.69559	-0.0075801	0.027919	-0.0090142	0.56028	0.003191	0.0051359	-0.3153	0.022578	0.027778	0.0054139	0.0061684	-0.53564	0.022304	0.17996	-0.037616	0.50724	0.43643	3.6569	1.0352	-0.20846	-0.00041585	0.01419	
Amplification Peak 28 - CN values	19q12   	chr19:30738503-30807135(probes 1434845:1434888)	chr19:30738733-30797210(probes 1434846:1434878)	chr19:27854071-31168926(probes 1432627:1435165)	0.0052205	   0.092024		Actual Copy Change Given	-0.83753	0	0.1202	0.098706	0.011958	0.36051	-0.010248	-0.0084385	0.09188	0.084065	-0.17082	0.099518	0	0.0054139	0.0051359	0.060794	-0.51342	0.012237	3.3785	0.063223	0.28248	-0.043331	0.11078	0.085403	0.015028	-0.0016629	-0.0080244	0.030283	-0.016017	0.19893	0.45241	3.0736	-0.17196	0.0064486	0.029184	-0.26011	-0.18207	0.031859	-0.05011	0.12241	-0.016704	0.69267	0.004719	0.073546	0.012097	-0.28144	0.041317	0.30436	-0.00027724	-0.005814	0.083776	-0.015466	-0.014251	0.32286	3.6569	0.0063871	0.0029133	0.55567	0.018243	0.0037551	0.042449	0.69559	-0.0075801	0.027919	-0.0090142	0.56028	0.003191	0.0051359	-0.3153	0.022578	0.027778	0.0054139	0.0061684	-0.53564	0.022304	-0.18785	-0.037616	0.50724	0.43643	3.1135	1.0819	-0.20846	-0.00041585	0.01419	
Amplification Peak 29 - CN values	20q13.2 	chr20:53547099-54666853(probes 1478753:1479604)	chr20:53953691-54163653(probes 1479019:1479221)	chr20:53547195-55145438(probes 1478754:1479990)	0.033546	   0.033546		Actual Copy Change Given	-0.11065	0.019923	0.57398	0.072253	0.49424	1.1709	2.1814	-0.0012473	0.12931	0.029325	3.6569	0.29497	0.030451	0.0040243	0.5088	1.1262	0.020903	0.00027728	3.6569	3.6569	0.28977	-0.037898	0.1118	-0.0034268	0.016006	0.00069327	-0.0053992	-0.45533	-0.0053992	0.22823	0.49078	0.010564	0.53678	0.016565	0.0375	0.45547	1.2818	0.2928	0.082755	0.11272	0.23829	1.4168	0.014888	0.097106	0.022024	0.032532	0.019363	0.54659	0.016286	0.69559	0.050819	-0.044957	0.59016	0.70607	-0.030677	0.0033299	7.1919e-05	0.54735	0.0022193	0.016294	0.17799	-0.0094046	0.0026658	0.034959	-0.011335	0.37891	0.020763	-0.0042929	0.3738	0.014184	0.013492	0.026795	0.0061684	0.078691	0.025671	1.3672	0.44919	0.027778	0.45406	0.1679	0.65663	-0.17967	0.51821	0.022585	
Deletion Peak  1 - CN values	1p36.32 	chr1:1-48183817(probes 1:24485)                      	chr1:1-3302045(probes 1:1)                            	chr1:1-35906266(probes 1:17688)                      	1.9025e-06	  0.0022269		Actual Copy Change Given	0.10627	0.021463	-0.050911	-0.77473	-0.013264	-0.56376	-0.033147	-0.013815	-0.72835	0.12579	-0.63813	-0.859	0.018803	0.0075	0.0034687	-0.53348	0.07815	-0.3224	-0.057005	0.0037465	0.011768	0.0011342	-0.49047	-0.089532	0.022304	-0.0092666	-0.0031859	-0.38022	-0.0037395	-0.0078863	-0.46621	0.090197	0.26592	0.042732	0.044007	-0.44889	-0.40981	-0.57486	-0.13252	0.12756	-0.19762	-0.77427	0.0056919	-0.65015	-0.011198	0.025391	0.035947	-0.019775	-1.0367	-0.6617	0.078871	-0.026577	-0.31525	-0.045364	-0.0030475	0.0016642	0.00069327	-0.76342	0.0030522	0.0097363	-0.84971	-0.40185	-0.0021868	-0.5095	0	-0.19525	0.072396	0.0049969	0.020063	0.0056856	0.034959	0.012097	-0.20069	-0.49363	-0.24679	-0.48827	-0.49766	0.030169	-0.48316	-0.26505	-0.33975	-0.70818	-0.010094	0.0090312	
